brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
本田,e:NP1 极湃1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,33,"[12.5, 16.8]",广汽本田,498,小型SUV,纯电动,2022.06,3年或12万公里
福特,撼路者,https://p9-dcd.byteimg.com/img/motor-mis-img/b4919cc5ceb667da3f85cb603bde169d~tplv-resize:640:0.png,30,"[27.08, 36.98]",江铃福特,499,中型SUV,汽油,2020.07,3年或10万公里
沃尔沃,沃尔沃XC40 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/31d2b6da640b935204b7bfc42e4206a2~tplv-resize:640:0.png,27,"[27.99, 32.2]",沃尔沃亚太,500,紧凑型SUV,纯电动,2023.10,3年不限公里
现代,胜达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/93ce5f6174c449f099444ed9b1536bc1~tplv-resize:640:0.png,27,"[16.58, 23.28]",北京现代,501,中型SUV,汽油,2022.09,5年/10万公里或7年/7万公里或3年/15万公里
凯翼,轩度,https://p9-dcd.byteimg.com/img/motor-mis-img/fad7c3cbf79e7f38ea95446b78b262c3~tplv-resize:640:0.png,26,"[7.98, 9.39]",凯翼汽车,502,紧凑型车,汽油,2023.06,3年或10万公里
雪佛兰,创酷,https://p3-dcd.byteimg.com/img/motor-mis-img/7f32d8c6bf3899a4d61b5059c5717c70~tplv-resize:640:0.png,24,"[6.59, 8.49]",上汽通用雪佛兰,503,小型SUV,汽油,2023.07,3年或10万公里
英菲尼迪,英菲尼迪QX50,https://p3-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,24,"[23.38, 36.98]",东风英菲尼迪,504,中型SUV,汽油,2023.11,4年或10万公里
埃安,AION LX,https://p9-dcd.byteimg.com/img/motor-mis-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,24,"[23.66, 41.96]",广汽埃安新能源,505,中型SUV,纯电动,2022.01,4年或15万公里
长安,长安CS95,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c8c2f3936912439c9a470b5aaa1ee7e1~tplv-resize:640:0.png,23,"[16.79, 19.19]",长安汽车,506,中大型SUV,汽油,2023.02,3年或10万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,21,"[15.28, 15.78]",奇瑞新能源,507,紧凑型车,纯电动,2023.08,1年或10万公里
奔腾,奔腾B70S,https://p9-dcd.byteimg.com/img/motor-mis-img/6c5efbe832eebd5cac8292af76a42d83~tplv-resize:640:0.png,21,"[10.49, 14.29]",一汽奔腾,508,紧凑型SUV,汽油,2022.11,3年或10万公里
北汽制造,212,https://p3-dcd.byteimg.com/img/motor-mis-img/67c16da18ac7c40273f8f3bda591f283~tplv-resize:640:0.png,20,"[9.99, 10.59]",北京汽车制造厂,509,小型SUV,汽油,2023.09,3年或6万公里
高合,高合HiPhi Y,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/02a6f8405b524d1a93e0369ea420f578~tplv-resize:640:0.png,20,"[33.9, 45.9]",华人运通,510,中大型SUV,纯电动,2023.07,5年或15万公里
北汽制造,家宝,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/256820b920584246bf5b90be9d840797~tplv-resize:640:0.png,20,"[3.98, 5.69]",北京汽车制造厂,511,微型车,纯电动,2023.06,3年或10万公里
睿蓝汽车,睿蓝9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7575b7c9d59f478391ec644c2ae07201~tplv-resize:640:0.png,19,"[15.99, 19.79]",睿蓝汽车,512,中型SUV,纯电动,2022.12,4年或15万公里
北京,北京BJ80,https://p9-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,17,"[29.8, 39.8]",北京汽车,513,中大型SUV,汽油,2023.12,3年或10万公里
宝马,宝马i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f52b9049fb314405b061280a24dd510f~tplv-resize:640:0.png,16,"[41.99, 44.59]",华晨宝马,514,中大型车,纯电动,2024.01,3年或10万公里
长安凯程,长安之星9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/628f41aac12211548f30b7868b5ce3ab~tplv-resize:640:0.png,16,"[12.78, 16.39]",长安轻型车,515,微面,纯电动,2023.04,3年或6万公里
奔腾,奔腾M9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,16,"[21.28, 24.98]",一汽奔腾,516,中大型MPV,48V轻混系统,2023.10,3年或10万公里
东风风行,风行游艇,https://p9-dcd.byteimg.com/img/motor-mis-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,15,"[11.49, 15.19]",东风风行,517,中型MPV,汽油,2023.10,8年或16万公里
别克,别克E4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/175bc28c8fc7468285a60c50af81f2e3~tplv-resize:640:0.png,14,"[15.99, 22.99]",上汽通用别克,518,中大型SUV,纯电动,2023.06,3年或10万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/47d20dbda41240acab501a570c17381f~tplv-resize:640:0.png,13,"[18.48, 32.48]",北汽新能源,519,中大型车,纯电动,2023.06,3年或12万公里
东风风光,风光S560,https://p3-dcd.byteimg.com/img/motor-mis-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,12,"[6.19, 7.89]",东风小康,520,紧凑型SUV,汽油,2021.04,7年或15万公里
哈弗,哈弗神兽,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2b24862d74c248ca999345985785ab0c~tplv-resize:640:0.png,11,"[11.5, 15.2]",长城汽车,521,紧凑型SUV,汽油,2023.03,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,10,"[18.08, 27.58]",北汽新能源,522,中型SUV,纯电动,2023.06,3年或12万公里
沃尔沃,沃尔沃C40 RECHARGE,https://p9-dcd.byteimg.com/img/motor-mis-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,10,"[28.9, 34.2]",沃尔沃亚太,523,紧凑型SUV,纯电动,2023.10,3年不限公里
沃尔沃,沃尔沃S60 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/0e1a0647fc7451ffefef866f0bf05386~tplv-resize:640:0.png,10,"[33.29, 38.29]",沃尔沃亚太,524,中型车,插电式混合动力,2023.07,3年不限公里
高合,高合HiPhi Z,https://p3-dcd.byteimg.com/img/motor-mis-img/192162a7af84b3b059801c4d261ddeb7~tplv-resize:640:0.png,10,"[51, 63]",华人运通,525,中大型车,纯电动,2023.10,5年或15万公里
高合,高合HiPhi X,https://p3-dcd.byteimg.com/img/motor-mis-img/ffeed63a3d77e832e4010a065fbf156c~tplv-resize:640:0.png,10,"[57, 80]",华人运通,526,中大型SUV,纯电动,2022.03,5年或15万公里
丰田,威兰达高性能版,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,9,"[26.18, 29.58]",广汽丰田,527,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
红旗,红旗LS7,https://p3-dcd.byteimg.com/img/motor-mis-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,8,"[136.58, 146.58]",一汽红旗,528,大型SUV,汽油,2022.08,4年或10万公里
思皓,花仙子,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,7,"[5.99, 7.49]",江汽集团,529,微型车,纯电动,2022.11,3年或12万公里
魏牌,拿铁DHT-PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/725b1dc66ecb6ae5c9b4e9d4d0d7aed6~tplv-resize:640:0.png,6,"[19.4, 22.8]",长城汽车,530,紧凑型SUV,插电式混合动力,2022.07,5年或15万公里
北汽制造,勇士,https://p3-dcd.byteimg.com/img/motor-mis-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,4,"[10.68, 14.88]",北京汽车制造厂,531,紧凑型SUV,汽油,2021.05,3年或6万公里
丰田,广汽丰田bZ4X,https://p3-dcd.byteimg.com/img/motor-mis-img/0534600885eae10c8086cc8cee5d19fb~tplv-resize:640:0.png,4,"[16.98, 25.78]",广汽丰田,532,中型SUV,纯电动,2022.10,3年或10万公里
DS,DS 9,https://p3-dcd.byteimg.com/img/motor-mis-img/fc67d704cb45ca837dc5130b5cc62498~tplv-resize:640:0.png,4,"[27.49, 34.99]",DS汽车,533,中型车,汽油,2023.10,3年或10万公里
领克,领克01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fa45361082f04f169c6b89529303210c~tplv-resize:640:0.png,3,"[14.98, 19.08]",领克,534,紧凑型SUV,油电混合,2022.07,4年或10万公里
海马,海马7X-E,https://p3-dcd.byteimg.com/img/motor-mis-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,3,"[21.98, 25.98]",一汽海马,535,紧凑型MPV,纯电动,2022.09,5年或10万公里
丰田,RAV4荣放双擎E+,https://p3-dcd.byteimg.com/img/motor-mis-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png,2,"[24.88, 29.68]",一汽丰田,536,紧凑型SUV,插电式混合动力,2023.04,3年或10万公里
标致,标致2008,https://p9-dcd.byteimg.com/img/motor-mis-img/6b4e64ab6004f080dee3bd0eb61b322a~tplv-resize:640:0.png,1,"[9.97, 9.97]",东风标致,537,小型SUV,汽油,2021.10,3年或10万公里
新龙马汽车,新龙马汽车启腾M70,https://p9-dcd.byteimg.com/img/motor-mis-img/a1bbe4ab1ea3baa5b35e042c79ff6532~tplv-resize:640:0.png,1,"[4.68, 6.05]",新龙马汽车,538,微面,汽油,2021.04,3年或6万公里
荣威,荣威D7 DMH,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fde7c9bf8c4d47d2911c150aa53fc207~tplv-resize:640:0.png,1,"[10.98, 13.28]",上汽集团,539,中型车,插电式混合动力,2023.11,6年或15万公里
奔腾,奔腾E01,https://p3-dcd.byteimg.com/img/motor-mis-img/3775b0fd779b392934bda5da3e46864d~tplv-resize:640:0.png,1,"[19.68, 22.88]",一汽奔腾,540,中型SUV,纯电动,2020.09,不限年限/里程(责任免除条款以官方为准)
